trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
628,False,"{'a': 0.015, 'e': 0.9999885855671581}",30,0,-117.85838601804967,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
629,False,"{'a': 0.015, 'e': 0.9999477554119063}",25,0,-159.15598306811546,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
630,False,"{'a': 0.015, 'e': 0.9996819412301848}",20,0,-40.97243533424902,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
631,False,"{'a': 0.015, 'e': 0.9991912028290632}",25,0,-139.3710927199134,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
632,False,"{'a': 0.015, 'e': 0.9984756506226111}",20,0,-56.64607284845454,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
633,False,"{'a': 0.015, 'e': 0.9975354456070568}",20,0,-58.75687165013203,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
634,False,"{'a': 0.015, 'e': 0.9963707993245617}",20,0,-101.86552443698434,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 0}",0
635,False,"{'a': 0.015, 'e': 0.9949819738156265}",30,0,-313.42488146445936,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 6}",0
636,False,"{'a': 0.015, 'e': 0.9933692815601315}",20,0,-215.976582772154,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 4}",0
637,False,"{'a': 0.015, 'e': 0.9915330854070307}",20,0,-133.84165811762847,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
638,False,"{'a': 0.015, 'e': 0.989473798492712}",30,2,-137.51353220753157,"{0: 17, 1: 3, 2: 6, 3: 0, 4: 2}",1
639,False,"{'a': 0.015, 'e': 0.987191884148044}",25,0,-134.27624365946855,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
640,False,"{'a': 0.015, 'e': 0.984687855794127}",25,0,-78.69139192476493,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
641,False,"{'a': 0.015, 'e': 0.981962276826777}",25,0,-106.93692927000816,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
642,False,"{'a': 0.015, 'e': 0.9790157604897636}",20,0,-68.24156515911915,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
643,False,"{'a': 0.015, 'e': 0.9758489697368314}",25,0,-82.75590068465931,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 0}",0
644,False,"{'a': 0.015, 'e': 0.9724626170825404}",20,0,-61.179521216672256,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
645,False,"{'a': 0.015, 'e': 0.9688574644419522}",30,0,-229.63331629075424,"{0: 14, 1: 3, 2: 9, 3: 1, 4: 3}",0
646,False,"{'a': 0.015, 'e': 0.9650343229592008}",25,0,-253.8347309477794,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 5}",0
647,False,"{'a': 0.015, 'e': 0.9609940528249916}",25,0,-26.337767330759576,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
648,False,"{'a': 0.015, 'e': 0.9567375630830606}",20,0,-177.62723504093898,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
649,False,"{'a': 0.015, 'e': 0.9522658114256416}",35,0,-212.20487700544416,"{0: 20, 1: 4, 2: 7, 3: 1, 4: 3}",0
650,False,"{'a': 0.015, 'e': 0.9475798039779932}",25,0,-118.74514082272461,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
651,False,"{'a': 0.015, 'e': 0.9426805950720226}",20,0,-31.79273526069363,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
652,False,"{'a': 0.015, 'e': 0.9375692870090642}",20,0,-132.7157259070765,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
653,False,"{'a': 0.015, 'e': 0.9322470298118694}",20,0,-183.3188654413883,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
654,False,"{'a': 0.015, 'e': 0.9267150209658546}",20,8,-58.37451168423089,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
655,False,"{'a': 0.015, 'e': 0.9209745051496728}",20,0,-20.148066075151213,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
656,False,"{'a': 0.015, 'e': 0.9150267739551639}",25,0,-134.6651895554973,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
657,False,"{'a': 0.015, 'e': 0.9088731655967551}",25,0,-202.35790764202696,"{0: 12, 1: 3, 2: 4, 3: 4, 4: 2}",0
658,False,"{'a': 0.015, 'e': 0.9025150646103678}",20,5,-68.16723850787506,"{0: 8, 1: 2, 2: 3, 3: 2, 4: 0}",1
659,False,"{'a': 0.015, 'e': 0.8959539015418992}",25,0,-101.15873728645046,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
660,False,"{'a': 0.015, 'e': 0.8891911526253609}",30,10,-37.999553028920765,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",1
661,False,"{'a': 0.015, 'e': 0.8822283394507298}",25,0,-51.668949180826615,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
662,False,"{'a': 0.015, 'e': 0.8750670286215942}",20,0,-8.281460152243486,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
663,False,"{'a': 0.015, 'e': 0.8677088314026802}",25,0,-86.44589204108306,"{0: 13, 1: 5, 2: 7, 3: 0, 4: 0}",0
664,False,"{'a': 0.015, 'e': 0.8601554033573205}",20,0,-103.86228967545023,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
665,False,"{'a': 0.015, 'e': 0.8524084439749581}",20,0,-106.18127152215504,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
666,False,"{'a': 0.015, 'e': 0.8444696962887724}",20,0,-46.56428388233412,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
667,False,"{'a': 0.015, 'e': 0.8363409464835024}",20,0,-118.319312966921,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
668,False,"{'a': 0.015, 'e': 0.8280240234935597}",25,0,-114.14488844069821,"{0: 17, 1: 1, 2: 3, 3: 3, 4: 1}",0
669,False,"{'a': 0.015, 'e': 0.819520798591531}",20,0,-63.38178828316895,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
670,False,"{'a': 0.015, 'e': 0.8108331849671477}",30,4,-71.2684290033288,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 1}",1
671,False,"{'a': 0.015, 'e': 0.8019631372968227}",20,0,-64.95217649422634,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
672,False,"{'a': 0.015, 'e': 0.7929126513038623}",25,0,-116.7283188585669,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
673,False,"{'a': 0.015, 'e': 0.7836837633094349}",20,11,9.292247260587814,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.015, 'e': 0.7742785497744029}",25,1,-134.49455162005628,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 3}",1
675,False,"{'a': 0.015, 'e': 0.7646991268321347}",25,0,-125.88670802774737,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
676,False,"{'a': 0.015, 'e': 0.7549476498123807}",20,0,-54.300072249831,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
677,False,"{'a': 0.015, 'e': 0.7450263127563292}",25,0,-76.39540257717232,"{0: 13, 1: 8, 2: 3, 3: 1, 4: 0}",0
678,False,"{'a': 0.015, 'e': 0.7349373479229638}",20,0,-146.38727437428176,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
679,False,"{'a': 0.015, 'e': 0.7246830252868094}",20,0,-65.61395131586924,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
680,False,"{'a': 0.015, 'e': 0.7142656520272002}",20,0,-34.06670084712521,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
681,False,"{'a': 0.015, 'e': 0.7036875720091693}",25,0,-10.023117228130138,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
682,False,"{'a': 0.015, 'e': 0.692951165256096}",25,0,-69.47925377791266,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
683,False,"{'a': 0.015, 'e': 0.6820588474142072}",25,0,-61.01182306535681,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
684,False,"{'a': 0.015, 'e': 0.6710130692090631}",20,0,-24.962714818791813,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
685,False,"{'a': 0.015, 'e': 0.6598163158941621}",20,0,-6.705484920017487,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
686,False,"{'a': 0.015, 'e': 0.6484711066917654}",35,9,-21.567677219501107,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 0}",1
687,False,"{'a': 0.015, 'e': 0.6369799942260788}",20,0,-41.77308739317839,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
688,False,"{'a': 0.015, 'e': 0.6253455639489304}",25,14,9.059843108142504,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.015, 'e': 0.6135704335580517}",25,0,-214.06151230289413,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
690,False,"{'a': 0.015, 'e': 0.601657252408102}",20,0,-102.9454566600304,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",1
691,False,"{'a': 0.015, 'e': 0.5896087009145828}",30,21,-5.7447694996081164,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
692,False,"{'a': 0.015, 'e': 0.5774274899507524}",20,0,-45.9917222325701,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
693,False,"{'a': 0.015, 'e': 0.5651163602376856}",20,0,-13.116304995828102,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
694,False,"{'a': 0.015, 'e': 0.552678081727632}",25,0,-166.8203956087042,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
695,False,"{'a': 0.015, 'e': 0.5401154529807844}",20,5,-51.49313188569006,"{0: 10, 1: 1, 2: 2, 3: 2, 4: 0}",1
696,False,"{'a': 0.015, 'e': 0.5274313005356096}",25,1,-12.718271100077484,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 0}",1
697,False,"{'a': 0.015, 'e': 0.5146284782728985}",25,2,-131.9335068298099,"{0: 13, 1: 4, 2: 3, 3: 1, 4: 2}",1
698,False,"{'a': 0.015, 'e': 0.5017098667736499}",20,11,0.886473936152693,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.015, 'e': 0.48867837267094855}",20,12,-15.49525019810418,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
700,False,"{'a': 0.015, 'e': 0.47553692799599256}",20,0,-74.8347329054568,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
701,False,"{'a': 0.015, 'e': 0.4622884895183954}",35,21,9.27123933954394,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.015, 'e': 0.44893603808092}",20,0,-57.35213405500688,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
703,False,"{'a': 0.015, 'e': 0.435482577928811}",20,0,7.360387214604472,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
704,False,"{'a': 0.015, 'e': 0.421931136033848}",25,3,-31.65337793520881,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
705,False,"{'a': 0.015, 'e': 0.4082847614132845}",20,0,-20.17189412027857,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
706,False,"{'a': 0.015, 'e': 0.39454652444384136}",25,7,-41.87238436233727,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
707,False,"{'a': 0.015, 'e': 0.380719516170879}",20,1,22.428970127213518,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.015, 'e': 0.36680684761292826}",20,10,-49.260277963771685,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
709,False,"{'a': 0.015, 'e': 0.35281164906171775}",25,3,-37.72395447915157,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
710,False,"{'a': 0.015, 'e': 0.33873706937788134}",20,0,-47.28166542320118,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
711,False,"{'a': 0.015, 'e': 0.32458627528247286}",20,12,-9.48544692158505,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
712,False,"{'a': 0.015, 'e': 0.3103624506444623}",30,19,12.985509278868705,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.015, 'e': 0.2960687957643884}",20,0,7.285512184193018,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.015, 'e': 0.2817085266543001}",20,5,7.801613061218827,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
715,False,"{'a': 0.015, 'e': 0.2672848743141618}",20,3,4.052098201541227,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
716,False,"{'a': 0.015, 'e': 0.2528010840049025}",30,21,-24.46086202284476,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
717,False,"{'a': 0.015, 'e': 0.2382604145182403}",30,8,18.989129971994476,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
718,False,"{'a': 0.015, 'e': 0.22366613744346336}",20,12,12.442524989427216,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.015, 'e': 0.2090215364313461}",25,15,-5.823348168450691,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
720,False,"{'a': 0.015, 'e': 0.19432990645533654}",20,16,8.823263814944529,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.015, 'e': 0.17959455307019592}",25,18,-1.127572328354554,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
722,False,"{'a': 0.015, 'e': 0.16481879166827335}",30,19,11.344939078841241,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.015, 'e': 0.15000594673355122}",20,4,-47.26307436925109,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
724,False,"{'a': 0.015, 'e': 0.13515935109364513}",30,11,35.25573053616726,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.015, 'e': 0.1202823451699422}",25,15,-11.863853544171992,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
726,False,"{'a': 0.015, 'e': 0.10537827622601514}",25,16,19.609641760033398,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.015, 'e': 0.09045049761449672}",30,16,24.299122179755667,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.015, 'e': 0.07550236802260023}",25,15,20.31326226985413,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.015, 'e': 0.06053725071642364}",25,11,25.80639093841158,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.015, 'e': 0.0455585127842237}",20,8,21.16762346361174,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.015, 'e': 0.030569524378845844}",20,9,18.494320886743317,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.015, 'e': 0.015573657959446959}",25,0,41.311637328681115,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
733,False,"{'a': 0.015, 'e': 0.0005742875327098496}",30,16,29.37222528454904,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,14,17.09326925451156,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,12,14.442731280102269,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,14,22.577714544291798,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,7,22.84075560996144,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,15,19.879099486816244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,12,15.337333013574849,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",35,18,32.54489170558018,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,9,19.10957187869434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,14,10.18904601423705,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,15,18.022694637170108,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
